frecuencia neg,frecuencia pos,palabra
1,0,shuttlecock
2,0,tanned
1,0,wymore
1,0,mountian
1,0,statuettes
7,0,unscary
3,0,ilm
1,0,frighteners
1,0,carvings
5,0,peeved
1,0,cantinas
1,0,nunns
5,0,dcom
2,0,keester
3,0,unplanned
8,0,kirshner
1,0,glamed
1,0,nicholette
1,0,mcgwire
1,0,dominque
3,0,undergrad
1,0,subcontracted
1,0,caroon
2,0,slags
1,0,blag
1,0,emu
2,0,laughless
2,0,allo
3,0,sione
4,0,kaufmann
1,0,libed
2,0,ahold
1,0,unmanaged
1,0,edible
1,0,nibble
1,0,hra
2,0,indoctrinate
1,0,mindwalk
1,0,hurdes
3,0,goitre
1,0,iodine
2,0,cretinism
1,0,insteaddamn
2,0,bronco
1,0,haughtily
1,0,evasion
1,0,torkle
4,0,lugs
1,0,pembrook
1,0,feeney
1,0,fractionally
1,0,lamarre
3,0,curfew
4,0,swinson
1,0,ghosties
1,0,gillman
1,0,meeuwsen
1,0,abscessed
4,0,ailment
1,0,saskatoon
1,0,curvature
3,0,prostate
1,0,popoff
1,0,hinn
2,0,gonorrhea
2,0,absalom
1,0,appropriations
2,0,venger
2,0,trinket
1,0,moscovite
2,0,exercised
4,0,misusing
10,0,margaux
1,0,reanimator
7,0,avoidable
1,0,frankenhooker
1,0,folders
2,0,jimi
1,0,subversives
1,0,sumpthin
1,0,chatman
1,0,proddings
3,0,giaconda
2,0,giulietta
1,0,eroticize
1,0,hopeing
2,0,rotflmao
2,0,rickshaw
1,0,rowdies
1,0,literates
2,0,nadu
2,0,pfff
2,0,satish
2,0,kaushik
1,0,bendre
1,0,centaury
2,0,defective
1,0,befoul
2,0,swampy
5,0,inbreed
1,0,sappily
3,0,unimaginatively
4,0,cocker
3,0,lanter
4,0,blubber
2,0,glacially
1,0,enumerating
2,0,stimuli
2,0,tinnitus
1,0,koersk
1,0,thas
1,0,backer
1,0,emptiest
5,0,croats
1,0,ustase
2,0,cetniks
1,0,paratroops
1,0,cetnik
1,0,mihajlovic
1,0,pavelic
3,0,krajina
1,0,knin
1,0,paramilitarian
1,0,glavas
1,0,oric
1,0,seselj
1,0,arkan
1,0,jovic
1,0,bulatovic
1,0,tudman
3,0,izetbegovic
2,0,karadzic
1,0,previosly
1,0,mujahedin
3,0,aranoa
1,0,catagory
1,0,lunes
1,0,goyas
1,0,belter
1,0,starfish
1,0,enticements
2,0,speedball
1,0,hurtles
3,0,execrably
1,0,favelas
1,0,orpheus
1,0,pixote
1,0,ailtan
2,0,silvia
1,0,telenovelas
1,0,teordoro
1,0,pores
2,0,hinterlands
1,0,kamera
1,0,metin
3,0,alsanjak
2,0,talor
1,0,doright
1,0,quigon
1,0,queenish
1,0,newsom
2,0,quipped
2,0,chud
1,0,cede
2,0,disrobes
2,0,generalizations
9,0,flush
1,0,naivity
1,0,gielguld
6,0,superpower
2,0,gulag
1,0,hillariously
3,0,hiccup
2,0,peng
1,0,jangles
1,0,disinfectant
2,0,lowlights
6,0,reems
3,0,asuka
1,0,veeeeeeeery
1,0,skeets
1,0,swabby
32,0,tremors
1,0,yearm
1,0,isint
2,0,underlit
1,0,benidict
1,0,incorporeal
1,0,aborting
3,0,roswell
1,0,lancie
4,0,xtro
1,0,arghhhhh
1,0,holey
2,0,waddles
1,0,ffs
1,0,ugc
1,0,uuhhhhh
1,0,painfull
1,0,coneheads
1,0,isco
1,0,marlina
2,0,shumaker
4,0,mailing
1,0,kornbluths
1,0,faustino
1,0,resnick
1,0,thorstenson
1,0,lomena
1,0,davonne
1,0,bellan
2,0,earplugs
5,0,milford
1,0,telecommunication
2,0,floridian
1,0,stivaletti
2,0,confusedly
5,0,psychical
1,0,italianised
1,0,compatibility
2,0,facilitated
1,0,birthmarks
1,0,michelangleo
1,0,raphel
1,0,donatello
1,0,questing
2,0,shonda
2,0,rhimes
1,0,mediocreland
2,0,pp
2,0,therapists
1,0,christan
2,0,loudmouthed
7,0,gabel
1,0,lolo
2,0,tennapel
1,0,bulgy
2,0,definable
3,0,wheezer
2,0,unclothed
4,0,dereks
1,0,geddy
1,0,tweens
1,0,gull
1,0,liquer
1,0,childthis
7,0,kinjite
1,0,codependence
4,0,vovochka
9,0,hooligan
7,0,clout
6,0,gor
1,0,krutcher
3,0,quint
1,0,bmoc
2,0,bedelia
4,0,steenburgen
1,0,dubois
1,0,towed
1,0,buckshot
1,0,plumtree
1,0,sequiter
1,0,kop
1,0,dunsmore
1,0,callipygian
1,0,zann
1,0,chernitsky
2,0,grousing
5,0,bauraki
2,0,dwar
2,0,dempsey
2,0,miffed
2,0,divinity
1,0,slithered
1,0,toughened
1,0,pastries
1,0,divinities
5,0,vinegar
1,0,baurki
1,0,godnow
3,0,tuskan
1,0,dwars
1,0,kneecap
1,0,tropically
2,0,piranhas
8,0,massacres
1,0,silby
1,0,segregationist
8,0,chandon
1,0,burstingly
3,0,elga
1,0,trouper
25,0,domergue
1,0,griminess
4,0,lyu
3,0,snazzy
1,0,gyu
2,0,missable
1,0,degeneration
2,0,materializing
1,0,vivisects
1,0,francie
1,0,quarterfinals
1,0,rakishly
2,0,nicaragua
2,0,mistranslation
1,0,varda
1,0,courte
1,0,anterior
1,0,millon
1,0,duvuvier
2,0,sous
1,0,douce
1,0,plage
1,0,ges
1,0,novelle
1,0,zinemann
1,0,maurier
1,0,brevet
1,0,hsd
1,0,listenable
1,0,poil
1,0,carotte
1,0,olvidados
2,0,enfance
1,0,sauvage
1,0,uncompromizing
1,0,argent
1,0,poche
1,0,vivement
1,0,dimanche
1,0,demigod
1,0,traceable
2,0,shlocky
1,0,biachi
1,0,misogynous
4,0,spikes
1,0,clitarissa
2,0,sooooooo
1,0,convientantly
1,0,cussler
1,0,evren
1,0,buyruk
2,0,cohesively
1,0,oafy
1,0,xenomorphs
1,0,noob
1,0,afterbirth
1,0,pci
1,0,orthopedic
1,0,unsteadiness
1,0,fraternities
1,0,campsites
3,0,salts
1,0,trinians
2,0,vacancy
1,0,litres
1,0,splitz
1,0,tising
2,0,gearhead
1,0,anthropomorphics
1,0,afros
2,0,grubs
1,0,squelching
6,0,module
8,0,casio
1,0,freudstein
2,0,filmstrip
3,0,hartford
1,0,vulpine
1,0,snowmobiles
1,0,tarka
2,0,otter
3,0,snuffed
1,0,foreknowledge
1,0,dramaticisation
1,0,guesswork
1,0,fancifully
3,0,intramural
1,0,huddles
1,0,phi
7,0,pallbearer
1,0,windbreaker
1,0,irretrievable
1,0,kaldwell
1,0,drownings
1,0,moxham
1,0,chih
2,0,leong
9,0,mojo
1,0,devry
1,0,itt
2,0,rochesters
2,0,zerifferelli
1,0,fairfaix
5,0,gainsbourgh
3,0,anaesthetic
3,0,starbucks
1,0,desist
2,0,gobbledy
2,0,gook
5,0,digit
8,0,kosleck
4,0,rondo
2,0,purporting
1,0,rhee
2,0,ltr
2,0,middlebrow
1,0,adriensen
1,0,sno
3,0,bullion
1,0,shepley
1,0,milbrant
5,0,shae
2,0,obliterating
1,0,debi
1,0,mazar
3,0,fatone
1,0,syncer
1,0,egm
10,0,whaling
1,0,burtis
1,0,eleanore
2,0,rogell
2,0,perpetuation
1,0,halfbaked
1,0,smokling
2,0,cremaster
14,0,snooze
2,0,spangled
1,0,unacted
1,0,undirected
1,0,adma
1,0,beauticin
2,0,collisions
1,0,affectingly
1,0,harltey
6,0,kaiju
3,0,profited
1,0,carapace
2,0,propulsion
4,0,shusuke
4,0,kaneko
19,0,gammera
1,0,halts
1,0,direfully
2,0,uchida
2,0,mustaches
2,0,hooters
1,0,lubricated
1,0,windom
1,0,stationhouse
2,0,redevelopment
1,0,unmanageable
1,0,canova
1,0,harborfest
1,0,blowhards
1,0,quark
1,0,arawak
2,0,pinta
1,0,clipper
1,0,espousing
3,0,kooks
1,0,relativist
4,0,gassed
1,0,scree
1,0,snowflake
2,0,hyperspace
1,0,michio
1,0,kaku
1,0,prometheus
4,0,woodenly
2,0,falsity
1,0,outted
1,0,councils
2,0,iroquois
1,0,grasper
1,0,bucktoothed
1,0,protags
2,0,sanitary
1,0,seashore
2,0,bemusedly
2,0,dethrone
1,0,belowthe
1,0,woozy
1,0,heezy
7,0,scowls
1,0,timberflake
2,0,pelican
1,0,halfassed
1,0,comas
1,0,avionics
2,0,breathable
1,0,airspeed
2,0,nautical
2,0,intercept
1,0,depressurization
3,0,headings
5,0,bearings
2,0,compasses
9,0,autopilot
1,0,vegtigris
1,0,reviczky
2,0,brookmyres
1,0,godamnawful
1,0,parablane
2,0,bargin
1,0,cheaten
8,0,asner
13,0,strummer
1,0,hosannas
1,0,diehards
3,0,businesslike
14,0,yentl
3,0,treacly
2,0,asininity
2,0,bashevis
1,0,corrugated
1,0,fiascos
1,0,graziano
1,0,puhleasssssee
2,0,krocodylus
3,0,reif
3,0,regehr
10,0,borlenghi
3,0,larrazabal
2,0,vertido
1,0,adamos
1,0,malecio
1,0,amayao
1,0,dummee
1,0,heche
3,0,greyson
7,0,zombification
2,0,agar
1,0,arous
1,0,youngness
2,0,embarrasing
2,0,privies
6,0,ardelean
1,0,sierre
3,0,waaaay
1,0,dictioary
2,0,hemorrhaging
4,0,gulch
1,0,trivialities
2,0,lipton
8,0,kornman
17,0,nisha
14,0,kothari
7,0,mehbooba
1,0,sauntered
1,0,grrrrrrrrrr
3,0,kia
1,0,sportage
1,0,purrrrrrrrrrrrrrrr
1,0,keightley
3,0,samoans
1,0,magasiva
3,0,klutz
1,0,cloys
1,0,gaskell
1,0,fourthly
1,0,mucked
1,0,fifthly
6,0,confusingly
4,0,fearnet
1,0,signia
1,0,behaviorally
1,0,interrelationship
2,0,arousal
1,0,gulped
2,0,murmur
5,0,hurtling
1,0,soloflex
1,0,shortchanging
2,0,amidala
2,0,ludicrosity
1,0,howson
1,0,motorial
2,0,appendix
1,0,argumental
2,0,wrights
1,0,asi
1,0,dayan
1,0,taly
1,0,beter
1,0,ppppuuuulllleeeeeez
1,0,erasure
1,0,maddison
1,0,oedpius
2,0,omfg
5,0,monteith
3,0,hipsters
3,0,fin
3,0,stanze
3,0,isoyc
3,0,ipoyg
6,0,haack
3,0,masturbate
2,0,inked
1,0,mousse
3,0,bluish
3,0,quayle
5,0,kollos
4,0,visor
2,0,brycer
1,0,scapes
2,0,silicon
1,0,reconaissance
1,0,grusomely
1,0,dallying
1,0,steveday
4,0,harvester
1,0,vitavetavegamin
3,0,bdsm
1,0,immoderate
1,0,sensate
4,0,roms
2,0,unearth
1,0,endeavouring
1,0,referent
3,0,keeyes
3,0,reusing
14,0,colagrande
8,0,giada
5,0,newlywed
1,0,excoriated
1,0,counterfeiter
1,0,karamzin
1,0,evs
1,0,dragonballz
2,0,digimon
6,0,xena
8,0,frollo
1,0,fiending
6,0,quasimodo
1,0,quas
1,0,flogs
1,0,amend
3,0,minerva
3,0,urecal
12,0,hattie
2,0,ates
1,0,reisner
5,0,yogi
1,0,fonner
1,0,theindependent
3,0,pyare
1,0,tybor
1,0,suppressant
1,0,mistuharu
1,0,misawa
1,0,anayways
7,0,tarr
1,0,pwnz
2,0,kalamazoo
1,0,archiological
1,0,catologed
1,0,archiologist
1,0,wern
7,0,shipman
1,0,congruously
1,0,muslimization
1,0,goeres
1,0,chineseness
1,0,bejing
1,0,yey
2,0,plunk
2,0,lim
2,0,eurasian
1,0,ananda
3,0,everingham
2,0,eurasians
1,0,anglified
1,0,singaporeans
1,0,incredulities
1,0,globalizing
1,0,khrzhanosvky
1,0,shortsighted
6,0,rodents
1,0,medina
1,0,ordell
17,0,nastassja
1,0,furlings
1,0,talen
2,0,deductible
2,0,commercialized
1,0,monopolies
1,0,stratification
2,0,caster
1,0,belknap
1,0,easton
24,0,weisz
1,0,anarky
5,0,predicable
1,0,abromowitz
6,0,griswold
1,0,hackerling
8,0,ramis
1,0,hmmmmmm
2,0,haulocast
1,0,riiiiiiight
3,0,iguana
1,0,hotbod
1,0,mutton
2,0,mamma
1,0,gruelling
3,0,poseidon
16,0,bradbury
3,0,dez
2,0,dazzy
1,0,catepillar
5,0,overcooked
1,0,bogroll
3,0,suing
1,0,steamers
1,0,assessed
2,0,begrudgingly
1,0,ebano
2,0,vasquez
2,0,figueroa
1,0,waling
4,0,buzaglo
1,0,filmometer
5,0,rayford
1,0,vanishings
1,0,raymie
2,0,dexters
1,0,fauke
1,0,sneek
1,0,tarp
1,0,tomilson
1,0,affectionnates
2,0,biroc
1,0,chemists
1,0,fingerprint
1,0,fandango
1,0,orchestrations
3,0,bronston
1,0,survivial
1,0,gushed
3,0,seville
2,0,feodor
2,0,atkine
1,0,questionthat
1,0,relaesed
1,0,playgroung
7,0,guillermo
1,0,tros
1,0,espinazo
1,0,transvestive
1,0,sevilla
1,0,creditsof
1,0,superwonderscope
1,0,everday
1,0,novelizations
1,0,testaverdi
2,0,jannick
1,0,bazeley
1,0,rojar
1,0,alki
1,0,eliana
2,0,biochemical
2,0,suchlike
1,0,flippantly
2,0,stymie
1,0,unchoreographed
1,0,abouts
1,0,jefferies
2,0,mantan
1,0,dooohhh
1,0,bwainn
1,0,hurrrts
1,0,yaarrrghhh
1,0,yaargh
1,0,doorless
2,0,misinterpretations
3,0,skeptico
4,0,blogs
1,0,inconvenienced
1,0,countdowns
3,0,rydell
2,0,frenchy
1,0,alphabetti
1,0,breakouts
7,0,divya
7,0,rishi
2,0,piglet
1,0,mithun
1,0,chakraborty
1,0,deepika
1,0,sneha
1,0,ullal
3,0,marxists
2,0,axiom
4,0,idris
1,0,muhammed
1,0,youssou
4,0,senegal
5,0,samba
1,0,amir
1,0,leroi
3,0,platitude
2,0,senegalese
3,0,merchants
1,0,harmoneers
1,0,seaward
1,0,rigour
5,0,diehl
8,0,eggert
3,0,greco
1,0,capita
1,0,capta
1,0,unjustifiable
1,0,fraudulently
12,0,greenstreet
1,0,inflame
1,0,spurist
1,0,brutalizing
1,0,estimates
1,0,bala
2,0,mackay
2,0,subscribing
3,0,kissy
2,0,smartie
1,0,gigglesome
5,0,angkor
22,0,kazaam
9,0,carlitos
1,0,goodgfellas
3,0,pachanga
4,0,rino
3,0,silvestro
2,0,lupa
2,0,mannara
7,0,annik
11,0,borel
1,0,neseri
2,0,dagmar
2,0,lassander
1,0,savier
2,0,funner
1,0,hearby
1,0,bleating
1,0,deniers
1,0,gypsie
2,0,straightens
3,0,pinata
2,0,blanketed
1,0,eesh
1,0,hool
5,0,cluelessness
2,0,mackerel
1,0,uncomfortableness
1,0,capulets
1,0,montagues
1,0,rycart
4,0,saire
3,0,capulet
1,0,stagnates
1,0,codpieces
3,0,mercutio
3,0,gurns
6,0,rickman
6,0,tybalt
1,0,naismith
1,0,energize
3,0,exhaustively
4,0,couturie
2,0,greenfield
2,0,blammo
2,0,trudeau
10,0,dutton
4,0,skimming
8,0,halestorm
2,0,snickered
1,0,dunkin
1,0,laurentiis
2,0,footpath
1,0,handrails
1,0,signalling
2,0,practises
1,0,litening
1,0,andrenaline
1,0,kickers
2,0,protocols
1,0,xo
1,0,whoppie
3,0,zsa
1,0,holocolism
1,0,sniffle
1,0,emilfork
1,0,krank
3,0,wrangler
1,0,wiseness
1,0,dirtiness
2,0,perimeter
1,0,loitering
1,0,dungy
1,0,aldridge
2,0,tumnus
4,0,aslan
1,0,gryphons
1,0,unrolls
2,0,resell
1,0,baddddd
5,0,basilisk
7,0,shinobi
1,0,unethically
1,0,oboro
2,0,gennosuke
1,0,hotarubi
1,0,tenzen
3,0,clawed
4,0,jackasses
1,0,setpiece
4,0,politic
1,0,likeminded
1,0,academically
1,0,ankylosaur
1,0,tyrannosaur
1,0,staleness
1,0,distastefully
2,0,pricks
2,0,disneyfied
1,0,supervillain
3,0,chimayo
1,0,catfish
4,0,feely
1,0,enviro
7,0,artisan
1,0,thunderstorms
1,0,glazing
5,0,scythe
1,0,dahm
1,0,brainsadillas
1,0,finacee
1,0,clevage
1,0,sensous
1,0,megabomb
3,0,hebert
1,0,yackin
5,0,smokin
2,0,tridev
1,0,prabhat
1,0,azghar
1,0,jhurhad
1,0,prabhats
1,0,aakash
4,0,kenya
1,0,naseerdun
1,0,sonam
1,0,jyotsna
1,0,sunnys
1,0,kiran
2,0,gulshan
1,0,saat
1,0,samundar
3,0,freakout
1,0,amerterish
1,0,repoman
1,0,broiler
1,0,abrasively
1,0,crouther
2,0,roi
3,0,faison
1,0,pedaling
8,0,sontee
1,0,levitates
1,0,wreathed
11,0,keyes
2,0,coolidge
2,0,germann
1,0,conditionally
1,0,loaner
1,0,privatize
2,0,muhammad
1,0,inverts
1,0,cremate
2,0,commoner
1,0,switcheroo
2,0,scribes
1,0,jamshied
1,0,sharifi
4,0,loonatics
2,0,menville
1,0,thunderclaps
3,0,wnsd
1,0,alarmsalesman
1,0,agolden
1,0,katecapshaw
1,0,goingwell
1,0,securityfirm
1,0,inon
1,0,theirclients
1,0,buysecurity
1,0,getinvolved
1,0,lifewith
1,0,intocapshaw
1,0,hisboss
1,0,thescenes
1,0,parentsare
1,0,linewith
1,0,tellssexually
1,0,otherthan
1,0,shedoes
1,0,thesecurity
1,0,understandarquette
1,0,asniveling
1,0,marymccormack
1,0,butshe
1,0,reynoldsis
1,0,especiallytelling
1,0,toosoon
1,0,canbreak
1,0,justto
1,0,herelies
1,0,thoseat
1,0,thisweak
1,0,betterchoice
2,0,dunsky
1,0,sschizophrenic
2,0,sexualreferences
3,0,msb
7,0,dex
1,0,natsu
1,0,yasumi
2,0,tankentai
1,0,exeggcute
1,0,togepi
1,0,tsukurou
1,0,kireihana
1,0,bellossom
1,0,poliwhirl
1,0,poliwrath
5,0,cramps
1,0,arshia
9,0,lugia
1,0,furura
1,0,jirarudan
1,0,mew
1,0,moltres
1,0,zapdos
1,0,caging
2,0,weedy
2,0,inaccurately
1,0,inverter
4,0,horridly
3,0,cong
2,0,rambos
2,0,contentious
1,0,irresolute
2,0,loudspeaker
1,0,immemorial
1,0,romanticising
2,0,meaney
4,0,scratcher
9,0,rebane
1,0,shatfaced
2,0,bandstand
5,0,aerobics
1,0,stuckey
2,0,boomtown
2,0,unquote
1,0,chro
10,0,alt
8,0,siam
1,0,marni
2,0,bauble
1,0,amerindian
4,0,ewell
2,0,andersons
2,0,razorblade
1,0,revist
1,0,machinist
2,0,hysteric
3,0,italo
1,0,ethnical
1,0,kunefe
1,0,ethnocentrism
10,0,alienator
3,0,shambolic
3,0,suckfest
1,0,vaporising
1,0,brokerage
5,0,rothschild
1,0,musts
1,0,gratefulness
1,0,decivilization
4,0,voiceovers
1,0,lyudmila
1,0,savelyeva
1,0,kirov
1,0,drewbie
1,0,drewbies
3,0,ewa
4,0,munson
1,0,despaaaaaair
1,0,pooing
6,0,peptides
1,0,receptors
3,0,cohere
2,0,cognition
1,0,unprovocked
2,0,malcontent
1,0,vbc
2,0,acus
1,0,deployments
1,0,johney
1,0,pryors
2,0,uterus
1,0,galens
2,0,chirps
1,0,baaaad
1,0,eroticus
1,0,spiderbabe
3,0,ibiza
1,0,beatriz
1,0,batarda
5,0,bening
1,0,trumpery
1,0,messylittle
1,0,valuewhatsoever
3,0,elke
8,0,sommer
1,0,achance
1,0,shesaw
1,0,fresco
1,0,amysterious
1,0,bebutler
1,0,realsoap
1,0,shusband
1,0,thematriarch
1,0,drivinglessons
1,0,emptyairplane
1,0,thisthing
1,0,scenesadded
1,0,andletterboxed
1,0,sexand
1,0,isawful
1,0,andstunning
1,0,thingin
1,0,forpractice
4,0,lollipops
1,0,whohaunts
1,0,thescript
1,0,dailyoccurrence
1,0,hislines
1,0,dirtydozen
1,0,buther
2,0,theonly
1,0,onhow
3,0,eurohorror
1,0,cannotrecomment
1,0,vhscopy
1,0,stronggore
1,0,adultsituations
1,0,cicus
1,0,milligans
1,0,completeist
2,0,cornea
1,0,antigen
1,0,memorise
1,0,gashed
1,0,contestent
1,0,gowky
1,0,broon
1,0,mollycoddle
2,0,essanay
2,0,ingersoll
3,0,theby
1,0,everson
1,0,dismissively
4,0,ishmael
1,0,confessionals
1,0,steen
2,0,struthers
1,0,amjad
1,0,susmitha
1,0,hypothermic
1,0,nicolson
1,0,roebson
2,0,koyla
6,0,jhoom
3,0,barabar
3,0,crores
3,0,haara
1,0,challiya
1,0,discomfiture
2,0,fencers
1,0,decoding
2,0,chockful
6,0,shite
1,0,leapin
5,0,drearily
1,0,unhand
1,0,trimester
1,0,acturly
1,0,shooked
1,0,theurgist
4,0,mstie
1,0,riffer
2,0,peaces
1,0,barbells
1,0,haaaaaaaa
1,0,fossilising
2,0,chabert
1,0,baffel
1,0,unboxed
1,0,reapers
3,0,roadrunner
3,0,pix
1,0,entertaingly
1,0,waaaaaaaaaaay
1,0,wellbeing
1,0,crapdom
1,0,shider
1,0,schoolbus
2,0,gwenn
1,0,traill
1,0,greyfriars
1,0,refurbish
1,0,cauldrons
1,0,madama
1,0,braincell
1,0,playbook
1,0,candlesticks
2,0,fishy
1,0,ite
3,0,cc
1,0,dalamatians
1,0,everone
1,0,ieuan
1,0,grufford
1,0,sharpish
1,0,diepardieu
1,0,busker
1,0,discos
1,0,majai
1,0,septej
1,0,gama
1,0,buch
1,0,leonidus
1,0,kapoors
2,0,finns
30,0,lordi
2,0,hangar
1,0,trully
1,0,maclagan
4,0,johannes
1,0,lancome
1,0,commericals
1,0,singhs
1,0,toiletries
1,0,unachieved
2,0,scrapping
1,0,lolrent
1,0,intrapersonal
1,0,montecito
6,0,harrer
1,0,mandala
1,0,aufschnaiter
2,0,harrers
1,0,eyeroller
1,0,geewiz
1,0,zebbedy
1,0,bolla
1,0,roughie
3,0,tacones
3,0,lejanos
2,0,riser
2,0,almod
3,0,var
5,0,hamstrung
2,0,bodice
1,0,foundationally
1,0,agn
1,0,merlet
1,0,bucked
1,0,prevarications
1,0,bused
1,0,nytimes
1,0,inculpate
1,0,noooooo
1,0,hemsley
2,0,clevon
2,0,engender
1,0,skinamax
2,0,somnolence
2,0,sickos
1,0,decomp
1,0,ub
3,0,greenman
3,0,cumbersome
1,0,batis
1,0,tomi
4,0,teddi
1,0,overheating
1,0,sequoia
2,0,preyed
1,0,outstretched
4,0,lax
1,0,confidentiality
2,0,defenceless
1,0,arrogated
2,0,sleepiness
1,0,infantilised
1,0,gloatingly
1,0,automaton
1,0,pedtrchenko
12,0,kober
3,0,outhouse
4,0,stiffler
1,0,bastardizing
3,0,detonating
2,0,aheadthe
6,0,koen
7,0,wauters
2,0,nie
1,0,kneels
1,0,slobbers
2,0,gawdawful
2,0,eisley
2,0,strock
6,0,klowns
5,0,hissy
1,0,bachlor
1,0,comcast
1,0,moviepass
1,0,moderators
1,0,proberbial
2,0,folder
1,0,eurythmics
1,0,ingsoc
3,0,winstons
1,0,goldstien
1,0,unpersons
1,0,ghoulishly
2,0,bayonets
1,0,strudel
1,0,adreno
1,0,pirouetting
2,0,cannibalized
1,0,fattened
1,0,eattheblinds
1,0,anticipatory
2,0,incongruities
3,0,linoleum
1,0,pistoning
1,0,stiletto
1,0,trachea
3,0,emergencies
1,0,segals
2,0,palin
1,0,bassist
3,0,dinosuars
2,0,rexs
8,0,dinos
1,0,acupat
2,0,warbucks
2,0,hannigan
2,0,mockingly
1,0,origination
1,0,jenner
2,0,sorriest
1,0,canibalising
1,0,jaja
1,0,merritt
6,0,chabon
3,0,bechstein
2,0,mulling
3,0,woodchipper
3,0,pant
3,0,fluttery
1,0,peeble
3,0,caracter
1,0,murderously
3,0,gopher
1,0,jughead
2,0,retool
4,0,revamp
1,0,strafing
7,0,recoil
1,0,metamorphsis
1,0,genome
3,0,fallacious
1,0,retracted
1,0,luckly
1,0,encyclopidie
1,0,anothers
1,0,andrewjlau
1,0,zi
1,0,unmysterious
2,0,spelt
1,0,worest
1,0,intelligensia
4,0,satyricon
2,0,masina
1,0,repossessing
1,0,stalins
1,0,nimrods
1,0,hatsumomo
2,0,nitta
1,0,westing
2,0,underacts
1,0,bendy
1,0,huuuuuuuarrrrghhhhhh
5,0,flushes
1,0,pedo
1,0,imps
1,0,goatees
1,0,vejigante
2,0,lupita
3,0,sleigh
1,0,yecchy
5,0,tastic
2,0,donoghugh
7,0,mikes
1,0,rootboy
2,0,telstar
1,0,sinatras
2,0,sloooow
2,0,mateo
5,0,tesis
1,0,retirony
2,0,hamer
1,0,cinemath
2,0,ise
1,0,soloman
1,0,mailings
1,0,unca
2,0,airstrip
2,0,suncoast
1,0,ouvre
2,0,subspecies
2,0,seedpeople
21,0,trancers
1,0,lightflash
3,0,nooooooo
1,0,maillot
1,0,tapeworm
1,0,deigns
1,0,grannys
2,0,beiser
1,0,ilha
1,0,sangue
2,0,bryden
2,0,delane
1,0,flambards
1,0,sedation
2,0,fanpro
2,0,warships
1,0,ticonderoga
4,0,grimace
1,0,ferengi
2,0,cardassian
1,0,discriminators
1,0,isolytic
2,0,quicktime
1,0,downloadable
6,0,trotted
2,0,ntsb
4,0,mcginley
2,0,hydraulics
1,0,keitle
1,0,metamoprhis
2,0,providers
1,0,metamorphis
2,0,dispatcher
1,0,printout
1,0,claimer
2,0,timmons
1,0,landscaper
2,0,landscaping
16,0,bfg
5,0,roald
2,0,hambley
2,0,clonkers
2,0,snozzcumbers
5,0,uninventive
2,0,whizzpopping
1,0,havehave
1,0,sterotypes
1,0,joemantegna
1,0,deeplydisturbed
10,0,lustig
1,0,conclusively
2,0,spinell
5,0,fiorentino
7,0,howell
1,0,issac
1,0,wussies
1,0,donlevey
2,0,manfish
3,0,tessa
1,0,prendergast
1,0,alita
1,0,armless
1,0,vulvas
1,0,schlongs
1,0,clitoris
6,0,sevigny
2,0,stoked
2,0,poser
3,0,wrestlemanias
1,0,annivesery
2,0,landesberg
1,0,jion
1,0,predictor
1,0,waaaaayyyyyy
2,0,dyes
4,0,lotsa
1,0,electorate
1,0,mcinally
2,0,titilation
1,0,titilating
1,0,vouching
1,0,adjurdubois
1,0,bergan
7,0,dorie
2,0,faired
1,0,medicals
1,0,dikkat
1,0,cikabilir
1,0,preciosities
4,0,herbal
4,0,shat
1,0,carnosours
1,0,andalusian
1,0,woodmobile
1,0,headroom
1,0,twizzlers
2,0,checkbook
1,0,flakiest
1,0,byword
4,0,backus
2,0,jax
1,0,pathologize
1,0,uncomprehension
1,0,programmatical
1,0,psicoanalitical
1,0,irc
1,0,chatrooms
5,0,sidaris
1,0,ungratefully
2,0,ksxy
1,0,undoubtly
4,0,montmirail
4,0,tought
2,0,jacquouille
2,0,frenegonde
12,0,lemercier
2,0,bourgeoise
2,0,monosyllables
1,0,kanedaaa
1,0,tetsuoooo
3,0,grrr
3,0,intelligible
1,0,booooooooobies
9,0,munkar
4,0,barbi
1,0,turgidly
1,0,spiceworld
3,0,airtime
1,0,robins
1,0,dialoques
1,0,phonebooth
7,0,deuce
5,0,bigalow
1,0,parabens
2,0,bunched
2,0,unseated
2,0,teuton
2,0,ew
2,0,accusers
2,0,emigres
2,0,deportees
2,0,mimbos
7,0,uniformed
2,0,rockabilly
2,0,voodooism
2,0,bumblebee
1,0,apallingly
4,0,lapping
2,0,embarassment
4,0,klenhard
1,0,yew
1,0,stapelton
3,0,mackintosh
1,0,fridges
1,0,incubation
2,0,fluctuating
4,0,mangle
1,0,manuals
1,0,swatman
1,0,royaly
1,0,equips
1,0,turnup
8,0,dora
1,0,coathanger
1,0,droopy
2,0,magnets
2,0,prism
1,0,numero
1,0,uno
2,0,unnattractive
1,0,interacial
2,0,aweful
1,0,mela
1,0,nonsensethe
1,0,anywayz
1,0,urrf
4,0,rekha
1,0,youngers
2,0,harish
2,0,aruna
1,0,wigdirection
1,0,badanil
5,0,mazovia
1,0,shimada
2,0,buna
3,0,aldolpho
5,0,snarls
1,0,furbies
1,0,groteque
2,0,cougar
3,0,mian
4,0,smmf
2,0,humorlessness
1,0,notecard
1,0,ploughing
3,0,inconspicuous
